										
										
		SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE
		STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST
		To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au
				DATE:	21.02.25					
				Please note: Prices are subject to change without notice.						
		SAW #	DESCRIPTION	STOCKIST PRICE EX GST	MU	GP	RRP INC GST	BARCODE	2020 CATALOGUE PAGE NO.	NOTES
		29236	Gunwale end cap white nylon 40mm round	4.92727272727273	0.5036900369003683	2.4818181818181797	8.150000000000002	9330420207026	275	
		29237	Gunwale corner cap white nylon 40mm round	5.7	0.4992025518341297	2.8454545454545395	9.399999999999995	9330420207033	275	
		29244	Gunwale corner cap 316G cast SS 35mm round	31.9	0.5004274722143074	15.963636363636404	52.65000000000005	9330420157451	275	
		29246	Gunwale corner cap 316G cast SS 43mm round	45.8727272727273	0.5001981767736807	22.945454545454496	75.69999999999999	9330420157444	275	
		29250	Gunwale end cap plastic black 42 x 32mm angled	5.45454545454545	0.500000000000001	2.72727272727273	8.999999999999998	9330420031966	275	
		29252	Gunwale end cap plastic white 42 x 32mm angled	5.45454545454545	0.500000000000001	2.72727272727273	8.999999999999998	9330420031973	275	
		29256	Gunwale corner cap plastic white 42 x 32mm angled	5.5	0.49586776859504184	2.72727272727273	9.050000000000004	9330420031997	275	
		29258	Gunwale corner cap plastic black 42 x 32mm angled	5.5	0.49586776859504184	2.72727272727273	9.050000000000004	9330420032000	275	
		29261	Gunwale end cap 316G cast SS 35mm round	18.2636363636364	0.5007466401194588	9.145454545454498	30.14999999999999	9330420133905	275	
		29263	Gunwale end cap G316 cast SS 43mm round	25.1909090909091	0.49945867917719305	12.581818181818203	41.55000000000003	9330420134148	275	
		29272	Rub strake G316 SS 300mm x 20mm	11.9272727272727	0.5015243902439052	5.9818181818182	19.699999999999992	9330420155198	275	
		29274	Rub strake G316 SS 460mm x 20mm	15.6363636363636	0.5000000000000064	7.8181818181819	25.80000000000005	9330420155204	275	
		29276	Rub strake G316 SS 610mm x 20mm	18.5363636363636	0.5007356547327141	9.281818181818199	30.59999999999998	9330420155211	275	
		29282	Intake strainer through hull Trudesign black 3 BSPM	113.309090909091	0.4501765083440314	51.009090909091015	180.75000000000023	9330420087901	499	
		29288	Scoop strainer bronze 134 x 90mm ID suit 2 skin fitting	47.583	0.45009772397705067	21.417	75.9	9330420032062		
		29292	Strainer Trudesign black oval 73 x 40mm ID	3.96363636363636	0.5022935779816516	1.9909090909090899	6.549999999999995	9330420230376		
		29293	Strainer Trudesign black round 66mm ID	5.60909090909091	0.499189627228525	2.8	9.250000000000002	9330420230383		
		29294	Strainer Trudesign black oval 100 x 65mm ID	8.90909090909091	0.500000000000004	4.454545454545491	14.700000000000042	9330420230390		
		29295	Strainer Trudesign black oval 138 x 90mm ID	20.9	0.5006524575902584	10.4636363636364	34.50000000000004	9330420230406		
		29296	Strainer Trudesign white oval 73 x 40mm ID	3.96363636363636	0.5022935779816516	1.9909090909090899	6.549999999999995	9330420032086	479, 499	
		29297	Strainer Trudesign white round 66mm ID	5.60909090909091	0.499189627228525	2.8	9.250000000000002	9330420137668	479, 499	
		29298	Strainer Trudesign white oval 100 x 65mm ID	8.90909090909091	0.500000000000004	4.454545454545491	14.700000000000042	9330420136432	479, 499	
		29299	Strainer Trudesign white oval 138 x 90mm ID	20.9	0.5006524575902584	10.4636363636364	34.50000000000004	9330420157284	479, 499	
		29305	Fuel breather splash guard nylon black	2.2	0.5082644628099181	1.11818181818182	3.6500000000000026	9330420032130	548	
		29305-20	Fuel breather splash guard nylon black - pack of 20	39.6	0.4497245179063358	17.809090909090898	63.14999999999999	9330420095944		
		29309	Breather vent nylon suit 16mm ID hose black	4.18181818181818	0.5108695652173925	2.1363636363636402	6.950000000000003	9330420127355	548	
		29309-10	Breather vent nylon suit 16mm ID hose black - pack of 10	38	0.5	19	62.7	9330420247978		
		29309-100	Breather vent nylon suit 16mm ID hose black - pack of 100	342	0.4500265816055292	153.909090909091	545.5000000000001	9330420247985		
		29310	Fuel breather vent white nylon suit 16mm ID hose	4.57272727272727	0.5009940357852884	2.29090909090909	7.549999999999996	9330420127362		
		29310-10	Fuel breather vent white nylon suit 16mm ID hose - pack of 10	41.6	0.5002185314685312	20.809090909090898	68.64999999999999	9330420224412		
		29311	BREATHER 90 DEG 17/19MM WHITE MADE IN ITALY	10	0.49999999999999983	4.999999999999998	16.5	9330420090840	548	
		29317	Fuel breather Perko with P trap black	31.5	0.3997113997114	12.5909090909091	48.500000000000014	9330420210644		
		29319	Fuel breather Perko with P trap white	34.0545454545455	0.4001601708489043	13.627272727272704	52.450000000000024	9330420210651		
		29320	Fuel breather G316 SS 90 degree suits 16mm ID	42	0.5000000000000002	21.000000000000007	69.30000000000001	9330420229400		REPLACES 29312
		29329	Lift ring 304G pressed SS rectangular 76 x 57mm	6.49090909090909	0.4495798319327734	2.9181818181818198	10.350000000000001	9330420091007	183	
		293391	Bean Bag Relaxn black large	172	0.4500528541226222	77.40909090909102	274.35000000000014	9330420228359		
		293391-4	Bean Bag Relaxn black large 4 pack	619.2	0.44996476391825246	278.61818181818194	987.6000000000003	9330420228366		
		293392	Bean bag Relaxn grey large	172	0.4500528541226222	77.40909090909102	274.35000000000014	9330420227277		
		293392-4	Bean Bag Relaxn grey large 4 pack	619.2	0.44996476391825246	278.61818181818194	987.6000000000003	9330420227284		
		293396	Storage rack wall mounted holds 4 x SUP, wake or surfboards	129.318181818182	0.4513181019332125	58.363636363635976	206.4499999999998	9330420201338	203	
		293398	Sup Board Rack - Anodised Alloy Clamp On - Adjustable	195.645454545455	0.449979090190972	88.036363636363	312.04999999999984	9330420201345	203	
		293399	Paddle Board Rack Addon	95.0363636363636	0.4501626171800293	42.78181818181841	151.60000000000022	9330420201352	203	
		293400	T-Top V brace stabiliser kit white pair	155.318181818182	0.3500146327187562	54.363636363635976	230.6499999999998	9330420137750		
		293401	T-Top V brace stabiliser kit black pair	155.318181818182	0.3500146327187562	54.363636363635976	230.6499999999998	9330420105575		
		293402	T-Top V brace stabiliser kit clear anodised pair	155.318181818182	0.3500146327187562	54.363636363635976	230.6499999999998	9330420197457	202	
		293402C	T-Top V-brace tube clamp clear anodised each suits 293402	60.2	0.6007248565388106	36.1636363636364	106.00000000000006	9330420005004		
		293402RG	T-Top V-brace rubber gasket each	8.25454545454545	0.6079295154185063	5.01818181818185	14.600000000000032	9330420096590		
		293404	T-Top Rocket Launcher Black Clamp On - 5 Rod Holders	170.190909090909	0.35008813631750346	59.581818181817994	252.74999999999972	9330420197464	129, 202	
		293405	T-Top Rocket Launcher White Clamp On - 5 Rod Holders	170.190909090909	0.35008813631750346	59.581818181817994	252.74999999999972	9330420099416		
		293406	T-Top Rocket Launcher Anodised Clamp On - 5 Rod Holders	191.454545454545	0.3499525166191839	66.99999999999997	284.2999999999995	9330420197471	129, 202	
		293406C	T-Top Rocket Launcher Tube Clamp Anodised Each Suits 293406	60.2	0.6007248565388106	36.1636363636364	106.00000000000006	9330420116298		
		293413	T-Top Powder Coated White - Folding Acrylic Black Canvas	1771.00909090909	0.35000076997705754	619.8545454545501	2629.9500000000044	9330420094961		
		293413SO	T-Top Stand Off white Each	24.3	0.5993265993266009	14.563636363636402	42.75000000000004	9330420209907		
		293414	T-Top Powder Coated Black - Folding Black Acrylic Canvas	1771.00909090909	0.35000076997705754	619.8545454545501	2629.9500000000044	9330420197495	199	
		293414SO	T-Top Stand Off black Each	24.3	0.5993265993266009	14.563636363636402	42.75000000000004	9330420209891		
		293416	T-Top Anodised Alloy - Folding Black Acrylic Canvas	1933.9	0.3500039956940535	676.8727272727301	2871.8500000000035	9330420196849	198	
		293416C	T-Top replacement black acrylic canvas cover suit Relaxn 500	165.4	0.600527646476862	99.32727272727297	291.2000000000003	9330420206203		
		293416RG	T-Top Rubber Gasket Each	8.25454545454545	0.6079295154185063	5.01818181818185	14.600000000000032	9330420095616		
		293416SO	T-Top Stand Off anodised Each	24.3	0.6011971567527119	14.609090909090899	42.79999999999999	9330420095609		
		293417	T-Top Relaxn Raider 380 folding black powder coat with black canvas	929.9	0.35009629578938606	325.55454545455007	1381.0000000000052	9330420203271	201	
		293418	T-Top Relaxn Raider 380 folding clear anodised with black canvas	929.9	0.35009629578938606	325.55454545455007	1381.0000000000052	9330420203288	201	
		293419	T-Top Relaxn Raider 380 folding white powder coat with black canvas	929.9	0.35009629578938606	325.55454545455007	1381.0000000000052	9330420203592	201	
		293459	Centre console flip back kit small white frame dk/lt grey & white cush	1190	0.4	476	1832.6000000000001	9330420132786		
		293460	Centre console flip back kit small white frame with full white cushion	1190	0.4	476	1832.6000000000001	9330420133103		
		293471	Centre console flip back kit small clear frame dk/lt grey & white cush	1190	0.4	476	1832.6000000000001	9330420141559		
		293472	Centre console flip back kit small clear frame with full white cushion	1190	0.4	476	1832.6000000000001	9330420141566		
		293484	Centre console flip back kit small black frame dk/lt grey & white cush	1190	0.4	476	1832.6000000000001	9330420141573		
		293485	Centre console flip back kit small black frame with full white cushion	1190	0.4	476	1832.6000000000001	9330420141795		
		293590	Seat Slide HD alloy with SS handle suit seat box	270	0.4	108	415.8	9330420071436		
		293598	Seat Slide Pilot Floor Mount Relaxn 600mm Travel	3668.6	0.4499957873451861	1650.8545454545497	5851.400000000005	9330420009057		
		293600	Seat RELAXN Seafarer Pilot Black Seat only	2675.8	0.4000061154183271	1070.3363636363597	4120.749999999996	9330420116571	119	
		293601	Pedestal & Footrest Seafarer Suspension, Height 480-650mm	805.8	0.44999887181569886	362.6090909090901	1285.249999999999	9330420025224	119	
		293602	Seat RELAXN Voyager Pilot Black Seat Only	3428.9	0.3999984092433578	1371.5545454545495	5280.500000000005	9330420116588	120	
		293603	Pedestal & Footrest Voyager Suspension, Height 480-650mm	805.8	0.44999887181569886	362.6090909090901	1285.249999999999	9330420025231	120	
		293614	Seat RELAXN Tasman wht / gry carbon	229.5	0.40007922360863607	91.81818181818198	353.4500000000002	9330420118087	127	
		293617	Seat RELAXN Tasman deluxe grey carbon / wht with arm rest	343.4	0.4000370625297818	137.37272727272705	528.8499999999998	9330420130799	127	
		293618	Seat RELAXN Console Dbl Flip Back 900mm with Arms Dk Grey / Blk Carb	510.4	0.35001068680535674	178.64545454545407	757.9499999999995	9330420220346		
		293619	Seat RELAXN Console Dbl Flip Back 900mm No Arms Dk Grey / Blk Carbon	478.809090909091	0.4499990506749692	215.463636363636	763.6999999999998	9330420137712		
		293620	Seat RELAXN Cruiser DBL DRK GREY/LG	1614.00909090909	0.45000309787598336	726.3090909090902	2574.3499999999985	9330420016017		
		293621	Seat Relaxn Seafarer Pilot black incl adjustable pedestal & footrest	3481.6	0.3999963444184485	1392.6272727272703	5361.649999999998	9330420200676	119	
		293623	Seat Relaxn Voyager Pilot black incl adjustable pedestal & footrest	4234.7	0.40000257611894824	1693.89090909091	6521.450000000002	9330420116397	120	
		293625	Seat Relaxn Console double flip back blue carbon / grey carbon	464	0.3500195924764892	162.409090909091	689.0500000000002	9330420179903	127	
		293626	Seat Relaxn Console double flip back grey carbon / dark grey carbon	464	0.3500195924764892	162.409090909091	689.0500000000002	9330420183313	127	
		293627	Seat RELAXN Cruiser DBL WH/BLK	1614.00909090909	0.45000309787598336	726.3090909090902	2574.3499999999985	9330420142952	126	
		293628	Seat RELAXN Cruiser DBL LG/DRK GRY	1614.00909090909	0.45000309787598336	726.3090909090902	2574.3499999999985	9330420198287	126	
		293629	Seat Stand-up Pro light grey	51.85	0.4000175330937144	20.740909090909092	79.85000000000001	9330420116625	140	
		293631	SEAT COVER GRY 300D PU COATED SUITS DBL CRUISERS 293620/627/628	53.2090909090909	0.4496839227746451	23.9272727272727	84.84999999999997	9330420094725		
		293643	Chair folding beach lounge navy small	79.9	0.45010808965752186	35.963636363636	127.44999999999962	9330420200645	141	
		293643-6	Chair folding beach lounge navy small - pack of 6	451.2	0.40000402965828463	180.48181818181803	694.8499999999999	9330420228618		
		293644	Chair folding beach lounge navy large	121.04	0.4499339061467283	54.459999999999994	193.05	9330420200652	141	
		293644-6	Chair folding beach lounge navy large - pack of 6	683.52	0.3999723357167179	273.389090909091	1052.6000000000001	9330420228625		
		293651	Seat cushion Relaxn tinnie grey / grey carbon 600 x 300mm	42.5	0.4	17	65.45	9330420199376	121	
		293651-6	Seat cushion Relaxn tinnie grey / grey carbon 600 x 300mm - pack of 6	225	0.6038383838383821	135.86363636363598	396.9499999999996	9330420207378	121	
		293652	Seat cushion Relaxn tinnie grey / grey carbon 1200 x 300mm	59.5	0.4003055767761647	23.8181818181818	91.64999999999999	9330420199383	121	
		293652-6	Seat cushion Relaxn tinnie grey / grey carbon 1200 x 300mm-pack of 6	315	0.6030303030303014	189.95454545454493	555.4499999999995	9330420207040	121	
		293653	Seat cushion Relaxn tinnie grey / grey carbon 600 x 400mm	51	0.40017825311942956	20.409090909090907	78.55	9330420199390	121	
		293653-6	Seat cushion Relaxn tinnie grey / grey carbon 600 x 400mm - pack of 6	270	0.6025252525252519	162.68181818181802	475.9499999999999	9330420207057	121	
		293654	Seat cushion Relaxn tinnie grey / grey carbon 1200 x 400mm	68	0.3997326203208559	27.1818181818182	104.70000000000003	9330420199406	121	
		293654-6	Seat cushion Relaxn tinnie grey / grey carbon 1200 x 400mm-pack of 6	360	0.6034090909090916	217.22727272727298	634.9500000000003	9330420207064	121	
		293655	Seat cushion Relaxn tinnie grey / grey carbon 1500 x 400mm	79.9	0.4000455114347434	31.963636363636	123.04999999999961	9330420199413	121	
		293655-6	Seat cushion Relaxn tinnie grey / grey carbon 1500 x 400mm-pack of 6	423	0.6031592520954231	255.13636363636397	745.9500000000004	9330420207071	121	
		293660	Seat Traveller folding grey with grey cushions	77.86	0.39994862573850504	31.14	119.9	9330420116601	121	
		293690	Seat Thigh Rise Hinge - Pair suits 293705 / 293706 / 293706-FORM	69.7	0.4001565149341333	27.89090909090909	107.35000000000001	9330420088465		
		293691	Seat Thigh Rise Hinge - Pair suits Cruiser seat range single & double	83.3	0.4001964422132533	33.336363636364	128.3000000000004	9330420119510		
		293692	Seat RELAXN Barra dark grey & black carbon	162	0.40011223344556796	64.81818181818201	249.50000000000023	9330420200843	121	
		293693	Seat Thigh Rise Hinge - Pair suits Mako & 293707 RANGES	69.7	0.4001565149341333	27.89090909090909	107.35000000000001	9330420190601		
		293694	Seat Relaxn Snapper dark grey / black carbon	190.4	0.3999236058059612	76.14545454545501	293.20000000000056	9330420149364	122	
		293695	Seat Thigh Rise Hinge - Pair suits 293696 / 293697	69.7	0.4001565149341333	27.89090909090909	107.35000000000001	9330420364705		
		293696	Seat Relaxn Pelagic high back white with cover	500.4	0.4500218007412251	225.19090909090903	798.15	9330420149371	124	
		293697	Seat Relaxn Pelagic high back black & grey carbon with cover	500.4	0.4500218007412251	225.19090909090903	798.15	9330420190854	124	
		293700	Seat Relaxn Bay grey / light grey with black piping	155.567	0.3992801698420486	62.11481818181798	239.44999999999982	9330420165838	122	
		293700-10	Seat Relaxn Bay grey / light grey with black piping - pack of 10	1438.96363636364	0.3999974729287423	575.5818181818097	2215.999999999995	9330420229479		
		293701	Seat cover grey 300D PU coated suits Bay & Deluxe Bay	19	0.44976076555023686	8.5454545454545	30.299999999999955	9330420195019	121, 122	
		293703	Seat Relaxn Deluxe Bay grey & black carbon	175.1	0.39997923264628216	70.036363636364	269.65000000000043	9330420186574	122	
		293704	Seat Relaxn Reef Sport white with dark grey crosshatch trim	280.5	0.3999351806838432	112.18181818181802	431.9499999999999	9330420165852	123	
		293706	Seat Relaxn Offshore white, grey carbon & black carbon with cover	430.4	0.3999662047989196	172.14545454545498	662.8000000000005	9330420168679	124	
		293707	Seat Relaxn Deluxe Reef light grey, dark grey & black carbon	302.4	0.34995791245791336	105.827272727273	449.0500000000003	9330420186567	123	
		293708	Seat Relaxn Sea-Breeze grey carbon / arctic white carbon	420.96	0.40004664662589334	168.40363636363605	648.2999999999997	9330420172904	123	
		293709	Seat cover grey 300D PU Coated suits Reef, Snapper	24.0545454545455	0.4531368102796666	10.900000000000002	38.45000000000006	9330420195026	122, 123	
		293711	Seat Relaxn Bluewater grey alloy frame grey / arctic white carbon	452.48	0.399961424713899	180.97454545454502	696.7999999999996	9330420172911	124	
		293712	Seat cover grey 300D PU coated suits Cruiser,Mako,Pelagic,Offshore	24.7	0.4501288185498704	11.1181818181818	39.399999999999984	9330420197099		
		293713	Seat Relaxn Cruiser low back ivory white with cover	790.5	0.39997699959749533	316.18181818182006	1217.3500000000022	9330420183788	125	
		293714	Seat Relaxn Cruiser high back ivory white with cover	822.8	0.3999867415035126	329.1090909090901	1267.0999999999992	9330420183771	125	
		293714WW	Seat Cruiser high back vivid white with cover	822.8	0.3999867415035126	329.1090909090901	1267.0999999999992	9330420014921		
		293715	Seat Relaxn Cruiser high back light grey & dark grey with cover	822.8	0.3999867415035126	329.1090909090901	1267.0999999999992	9330420030709	123	
		293716	Seat Relaxn Cruiser high back black with cover	822.8	0.3999867415035126	329.1090909090901	1267.0999999999992	9330420174403	125	
		293717	Seat Relaxn Cruiser high back white & dark grey with cover	822.8	0.3999867415035126	329.1090909090901	1267.0999999999992	9330420364514	125	
		293718	Cleat mooring cast alloy weld-on 165mm	12	0.5984848484848501	7.181818181818201	21.100000000000023	9330420202335	154	
		293718-20	Cleat mooring cast alloy weld-on 165mm - pack of 20	170.1	0.6001282667949326	102.08181818181802	299.39999999999986	9330420015928		
		293719	Cleat mooring cast alloy wide base weld-on 230mm	28.05	0.45033219899530125	12.6318181818182	44.75000000000003	9330420131185	154	
		293719-20	Cleat mooring cast alloy wide base weld-on 230mm - pack of 20	544.5	0.39986643292428464	217.72727272727298	838.4500000000004	9330420015935		
		293720	Cleat mooring cast aluminium HD 2 hole 290mm	47.824	0.4000197694577074	19.1305454545454	73.64999999999995	9330420089622	154	
		293721	Cleat mooring cast aluminium HD 2 hole wide base 350mm	71.008	0.39997029784096033	28.40109090909091	109.35000000000001	9330420091038	154	
		293726	Cleat mooring extruded alloy weld-on 130mm	9.63636363636363	0.5000000000000057	4.81818181818187	15.90000000000005	9330420095715		
